article_id,prod_name,product_type_name,product_group_name,colour_group_name,index_group_name,section_name,garment_group_name,detail_desc
0399201005,Shaping Skinny H.W,Trousers,Garment Lower body,Dark Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399201011,Shaping Skinny H.W,Trousers,Garment Lower body,Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399201020,Shaping Skinny H.W,Trousers,Garment Lower body,Dark Grey,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399201023,Shaping Skinny H.W,Trousers,Garment Lower body,Dark Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399201024,Shaping Skinny H.W,Trousers,Garment Lower body,Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0400285006,Straight R.W,Trousers,Garment Lower body,Dark Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button, and straight legs."
0400319005,Boyfriend L.W.,Trousers,Garment Lower body,Light Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket, low-rise jeans in washed denim with hard-worn details, a button fly and slightly wider, tapered legs."
0401044012,Cora Dress,Dress,Garment Full body,Greenish Khaki,Divided,Divided Selected,Dresses Ladies,"Short dress in a washed viscose weave with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back."
0407663008,Class Jacob studpk,Earring,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,Round earrings in metal painted in various colours.
0409730006,Granada tank,Vest top,Garment Upper body,Light Turquoise,Divided,Divided Projects,Jersey Fancy,"Cropped top in jersey crêpe in a narrow cut at the top with narrow shoulder straps, raw, scalloped edges and an opening with a covered button at the back of the neck."
0416157003,Bruce skinny,Trousers,Garment Lower body,Black,Menswear,Contemporary Smart,Trousers,"5-pocket trousers in washed, slightly stretchy twill with a regular waist, zip fly and skinny legs. Skinny fit."
0418545001,ALGOT 2-p body,Bodysuit,Garment Upper body,White,Baby/Children,Baby Essentials & Complements,Jersey Fancy,Wrapover bodysuits in soft organic cotton jersey with long sleeves and press-studs at the side and crotch.
0418545036,ALGOT 2-p body,Bodysuit,Garment Upper body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Fancy,Wrapover bodysuits in soft organic cotton jersey with long sleeves and press-studs at the side and crotch.
0427114015,2P LS GIRLY PJ,Pyjama jumpsuit/playsuit,Nightwear,Light Pink,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",All-in-one pyjamas in soft organic cotton jersey with press-studs down the front and along one leg.
0427159007,Skinny 5pkt Trash,Trousers,Garment Lower body,Black,Menswear,Denim Men,Trousers Denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs."
0428291001,Tigra knitted headband,Hat/beanie,Accessories,Black,Divided,Divided Accessories,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.
0432566001,Net Tight,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fishnet tights with an elasticated waist.
0432984001,Diamanda tights SG,Underwear Tights,Socks & Tights,Black,Baby/Children,Girls Underwear & Basics,Socks and Tights,Thin tights with a glittery pattern and an elasticated waist.
0445419009,Leon tee,T-shirt,Garment Upper body,Greenish Khaki,Ladieswear,Womens Trend,Jersey Fancy,"Top in soft, airy modal jersey with a low-cut back and short sleeves."
0448509017,Perrie Slim Mom Denim TRS,Trousers,Garment Lower body,Black,Divided,Divided Collection,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
0448515001,Kendall RW Denim TRS,Trousers,Garment Lower body,Blue,Divided,Divided Collection,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
0448515018,Kendall RW Denim TRS,Trousers,Garment Lower body,Dark Grey,Divided,Divided Collection,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
0453239044,TVP Slim denim,Trousers,Garment Lower body,Blue,Baby/Children,Baby Boy,Woven/Jersey/Knitted mix Baby,"5-pocket jeans in soft, washed stretch denim with an adjustable elasticated waist, fly with a press-stud and slim legs."
0456163026,Woody (1),Hoodie,Garment Upper body,Pink,Ladieswear,Womens Everyday Basics,Jersey Basic,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem."
0457892005,Fox (1),Leggings/Tights,Garment Lower body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Leggings in sturdy jersey with wide elastication at the waist.
0458924011,Pablo round neck,Top,Garment Upper body,Pink,Ladieswear,Womens Everyday Collection,Jersey Fancy,Short-sleeved top in linen jersey with a round neck and rounded hem.
0464277014,Greta Shortie (Daisy Mid) 3p,Underwear bottom,Underwear,Dark Grey,Ladieswear,Womens Lingerie,"Under-, Nightwear","Shortie briefs in cotton with a mid waist, lined gusset, low-cut legs and medium coverage at the back."
0464297007,Greta Thong Mynta Low 3p,Underwear bottom,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Thong briefs in cotton jersey with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back."
0464454004,TANJA SKIRT,Skirt,Garment Lower body,Black,Divided,Divided Collection,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.
0464679003,Kim 2p padded BIG,Bra,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Bras in cotton jersey with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back."
0464927013,Ivory Ch. braz. Low Acacia 3pk,Underwear bottom,Underwear,Light Pink,Ladieswear,Womens Lingerie,"Under-, Nightwear","Brazilian briefs in cotton jersey and lace with a low waist, lined gusset and half-string back."
0474088001,Challe biker,Trousers,Garment Lower body,Dark Grey,Divided,Divided Selected,Jersey Fancy,"Joggers in washed sweatshirt fabric with an elasticated drawstring waist and tapered legs with seams, decorative stitching and ribbed hems."
0477163001,Shaun (1),Hoodie,Garment Upper body,Black,Menswear,Mens Outerwear,Outdoor,"Windbreaker in woven fabric with a mesh-lined, drawstring hood, zip down the front, jetted side pockets and an inner pocket. Sturdy ribbing at the cuffs and hem. Mesh lining."
0479227020,Stacy,T-shirt,Garment Upper body,Light Pink,Ladieswear,Womens Everyday Basics,Jersey Basic,"Wide top in soft, crêped viscose jersey with short cap sleeves and a gently rounded hem."
0484398001,SUPREME tights,Leggings/Tights,Garment Lower body,Black,Sport,Ladies H&M Sport,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed mesh key pocket in the waistband.
0484398077,SUPREME tights,Leggings/Tights,Garment Lower body,Black,Sport,Ladies H&M Sport,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed mesh key pocket in the waistband.
0486462007,Flirty Marie pom pom keychain,Other accessories,Accessories,Light Grey,Ladieswear,Womens Small accessories,Accessories,"Metal keyring with a carabiner hook and soft faux fur pompom. Diameter 5 cm, length approx. 12 cm."
0487050001,TP Axel 5-p anklesock SB,Socks,Socks & Tights,Dark Blue,Baby/Children,Boys Underwear & Basics,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0487052007,TP Weekday 7-p anklesock SB,Socks,Socks & Tights,Dark Blue,Baby/Children,Boys Underwear & Basics,Socks and Tights,Fine-knit ankle socks in a cotton blend with wide elastication at the top.
0487053021,Stellan 7-p shaftless SB,Socks,Socks & Tights,Other Red,Baby/Children,Boys Underwear & Basics,Socks and Tights,Fine-knit trainer socks in a cotton blend.
0487827009,Skinny H.W,Trousers,Garment Lower body,Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket, high-waisted jeans in washed stretch denim with worn details, a zip fly and button and skinny legs."
0489607003,Hailey cross bag (1),Bag,Accessories,Greenish Khaki,Ladieswear,Womens Big accessories,Accessories,"Small bag in regenerated leather with a narrow metal chain shoulder strap, a decorative metal ring on the flap and two inner compartments. Lined. Size 4x13x21 cm."
0490793035,Boulevard tee,T-shirt,Garment Upper body,Black,Divided,Divided Collection,Jersey Fancy,Short-sleeved jersey top with a motif.
0493103005,Basic tights 2PACK,Underwear Tights,Socks & Tights,Dark Blue,Baby/Children,Baby Essentials & Complements,Socks and Tights,"Tights in a soft, fine-knit cotton blend with an elasticated waist."
0495573006,Majken strapless balconette,Bra,Underwear,White,Ladieswear,Womens Lingerie,"Under-, Nightwear","Balconette bra in microfibre and lace with underwired, padded cups that lift and shape. Narrow, detachable shoulder straps that can be fastened in several different ways and a fastening at the back with three pairs of hooks and eyes."
0495864003,Sweetheart boot,Boots,Shoes,Grey,Divided,Divided Accessories,Shoes,Soft ankle boots in imitation suede. Faux fur linings and insoles and rubber soles.
0496111020,Devon basic sweater,Sweater,Garment Upper body,Dark Red,Ladieswear,Womens Casual,Knitwear,"Jumper in a soft knit with visible seams at the front, dropped shoulders, long sleeves and ribbed roll edges at the cuffs and hem."
0500780006,HAVANA tights,Leggings/Tights,Garment Lower body,Black,Sport,Ladies H&M Sport,Jersey Fancy,Yoga tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Mesh key pocket in the waistband.
0500780008,HAVANA tights,Leggings/Tights,Garment Lower body,Dark Red,Sport,Ladies H&M Sport,Jersey Fancy,Yoga tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Mesh key pocket in the waistband.
0501323011,Thomas paperbag wide,Trousers,Garment Lower body,Black,Ladieswear,Womens Tailoring,Trousers,"Trousers in woven fabric with a high, paper bag waist with a tie belt. Zip fly, side pockets, welt back pockets and straight, wide legs."
0501820008,SIRPA,Sweater,Garment Upper body,Dark Green,Divided,Divided Collection,Knitwear,"Jumper in a soft knit with a slightly wider neckline and long sleeves. Ribbing around the neckline, cuffs and hem."
0501820043,SIRPA,Sweater,Garment Upper body,Red,Divided,Divided Collection,Knitwear,"Jumper in a soft knit with a slightly wider neckline and long sleeves. Ribbing around the neckline, cuffs and hem."
0502186011,Tuck cropped sweater,Sweater,Garment Upper body,Dark Red,Ladieswear,Womens Casual,Knitwear,"Jumper in a soft, loose knit with low dropped shoulders and ribbing at the cuffs and hem. Longer at the back."
0503729006,India PJ (W),Pyjama set,Nightwear,Black,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas with a jersey strappy top and woven bottoms. V-neck top with narrow, adjustable shoulder straps. Bottoms with an elasticated drawstring waist and straight, wide legs."
0504154016,Lady Di,Sweater,Garment Upper body,Light Blue,Ladieswear,Womens Everyday Collection,Knitwear,"Wide, long-sleeved jumper in a soft, rib knit containing some wool."
0505071001,Zidane blouse,Shirt,Garment Upper body,White,Ladieswear,Womens Casual,Blouses,"Short, wide blouse in woven fabric with a collar, buttons down the front, gathers at the shoulders, short cap sleeves and a rounded hem. Trims down the side seams and around the hem."
0505221001,Inca jumper,Sweater,Garment Upper body,Grey,Divided,Divided Selected,Knitwear,"Jumper in rib-knit cotton with hard-worn details, a wide, roll-edge neckline, and gently dropped shoulders."
0505221004,Inca Jumper,Sweater,Garment Upper body,Pink,Divided,Divided Selected,Knitwear,"Jumper in rib-knit cotton with hard-worn details, a wide, roll-edge neckline, and gently dropped shoulders."
0505230006,Zelda Jumper,Sweater,Garment Upper body,Beige,Divided,Divided Selected,Knitwear,"Wide polo-neck jumper knitted in bouclé yarn with a wide collar, long sleeves with thumbholes at the cuffs and a rounded hem. Slightly longer at the back."
0506110001,Coated Leggings,Leggings/Tights,Garment Lower body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Leggings in jersey with a sheen. Elasticated waist.
0507909001,Rebecca or Delphine shirt,Shirt,Garment Upper body,White,Ladieswear,Womens Tailoring,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
0507910001,Isabella,Shirt,Garment Upper body,White,Ladieswear,Womens Tailoring,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507910004,Isabella,Shirt,Garment Upper body,Black,Ladieswear,Womens Tailoring,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0507987001,Stina scarf,Scarf,Accessories,Black,Divided,Divided Accessories,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm."
0508184020,Irma SL-set print (J),Pyjama set,Nightwear,Light Orange,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
0508837001,Ross cardigan,Cardigan,Garment Upper body,Black,Menswear,Contemporary Street,Jersey Fancy,"Long cardigan in washed cotton jersey with a hood and draped lapels. Welt side pockets, no fasteners and raw edges."
0510126016,Vincent Dress (1),Dress,Garment Full body,Black,Divided,Divided Selected,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
0512251004,Sonja sweater dress,Dress,Garment Full body,Light Orange,Divided,Divided Basics,Jersey Basic,"Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn-in turn-ups and short slits in the sides."
0516712001,Jess oversize LS,Top,Garment Upper body,Black,Divided,Divided Basics,Jersey Basic,Oversized top in soft jersey made from a cotton blend with dropped shoulders and long sleeves.
0516741007,Skinny shaping HW,Trousers,Garment Lower body,Black,Ladieswear,H&M+,Trousers,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. High waist and skinny legs."
0516903005,Sally Structure TVP,Sweater,Garment Upper body,Yellow,Divided,Divided Collection,Knitwear,"Jumper in a textured cotton-blend knit with dropped shoulders and ribbing around the neckline, cuffs and hem."
0517462001,Anja jacquard dress,Top,Garment Upper body,Black,Ladieswear,Womens Casual,Knitwear,"Dress in a soft, jacquard-knit cotton blend containing some alpaca wool with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0518329007,Space Treggings,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0518827004,Polka Blazer,Blazer,Garment Upper body,Black,Divided,Divided Collection,Outdoor,"Long, fine-knit jacket with notch lapels and front pockets. Unlined."
0519583008,Skinny R.W Chic,Trousers,Garment Lower body,Dark Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs."
0519583015,Skinny R.W Chic,Trousers,Garment Lower body,Light Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs."
0519583028,Skinny R.W Chic,Trousers,Garment Lower body,Blue,Divided,Ladies Denim,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs."
0521302006,Make the boys wink,Sweater,Garment Upper body,Green,Ladieswear,Womens Everyday Collection,Knitwear,"Wide jumper in a soft rib knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0522398023,Vincent,Top,Garment Upper body,Off White,Ladieswear,Womens Everyday Collection,Jersey Fancy,"V-neck top in airy jersey made from recycled polyester. Buttons at the top, 3/4-length sleeves and a rounded hem with slits in the sides. Slightly longer at the back."
0522561002,Seine coat,Coat,Garment Upper body,Yellow,Ladieswear,Womens Jackets,Outdoor,"Double-breasted coat in sturdy fabric with a collar, dropped shoulders, long sleeves and concealed side pockets. Lined."
0522918026,Lily dress W,Dress,Garment Full body,Greenish Khaki,Divided,Divided Collection,Dresses Ladies,"Short dress in a viscose weave with an opening and covered button at the back of the neck, elasticated seam at the waist and 3/4-length sleeves with a slit at the cuffs. Unlined."
0522918034,Lily dress W,Dress,Garment Full body,Black,Divided,Divided Collection,Dresses Ladies,"Short dress in a viscose weave with an opening and covered button at the back of the neck, elasticated seam at the waist and 3/4-length sleeves with a slit at the cuffs. Unlined."
0523488001,10p Large terry,Hair ties,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,Sturdy hair elastics without metal clips. Diameter 5.5 cm.
0523489001,10p Jersey Terry,Hair string,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,Jersey hair elastics without metal clips.
0524529001,Olga Tank TVP,Vest top,Garment Upper body,Greenish Khaki,Divided,Divided Collection,Knitwear,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps."
0524529004,Olga Tank TVP,Vest top,Garment Upper body,Black,Divided,Divided Collection,Knitwear,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps."
0524825006,Latte slacks (1),Trousers,Garment Lower body,Light Grey,Ladieswear,Womens Everyday Collection,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
0524825010,Latte slacks (1),Trousers,Garment Lower body,White,Ladieswear,Womens Everyday Collection,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
0524825019,Latte slacks (1),Trousers,Garment Lower body,Dark Grey,Ladieswear,Womens Everyday Collection,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
0527687006,Celine Cropped shierling jacke,Jacket,Garment Upper body,Beige,Divided,Divided Collection,Outdoor,"Imitation suede jacket with a soft faux fur lining and a faux fur collar with a tab and metal buckle. Zip down the front, side pockets and faux fur cuffs."
0529008008,Hazelnut Push Melbourne,Bra,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0529008026,Hazelnut Push Melbourne,Bra,Underwear,Dark Red,Ladieswear,Womens Lingerie,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0529841001,Lauper Sweater,Sweater,Garment Upper body,Grey,Divided,Divided Collection,Knitwear,"Jumper in a marled knit containing some wool with ribbed side sections, slits in the sides and wide ribbing at the cuffs and hem. Slightly longer at the back."
0531310002,Drew Cardigan,Cardigan,Garment Upper body,Dark Grey,Divided,Divided Collection,Knitwear,"Long cardigan in a soft, fine knit containing some wool with dropped shoulders, long, ribbed sleeves and slits in the sides. No buttons."
