line_id,order_id,order_time,order_status,product_id,category,seller_id,customer_state,unit_price,freight_value,line_total,payment_type,installments,review_score,delivered_at,estimated_delivery,delivery_status
3058f418-02,3058f418c175f89b5dc680bcb5634ab1,2018-08-22 18:03:39,delivered,a641c89dc8c19516ec7706a3c09c9424,fashion_bags_accessories,26e13b6ff5b641b329e5524241ee2c93,SP,29.90,25.93,55.83,credit_card,4,1.0,2018-08-28 09:52:09,2018-09-14 00:00:00,on_time
485dda00-01,485dda00ddae0be1121b189eae942d99,2018-08-22 11:39:52,delivered,1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,SP,32.00,7.48,39.48,credit_card,1,4.0,2018-08-24 21:48:38,2018-08-27 00:00:00,on_time
0343fa20-01,0343fa2096b6d04743321f9b9f62c1e0,2018-08-22 09:43:46,delivered,dd12801e4d1919e84bf6f90167f22fb5,fashion_female_clothing,b499c00f28f4b7069ff6550af8c1348a,SP,44.99,8.49,53.48,credit_card,10,3.0,2018-08-24 22:18:35,2018-09-05 00:00:00,on_time
0343fa20-02,0343fa2096b6d04743321f9b9f62c1e0,2018-08-22 09:43:46,delivered,bc0d2d816d425e6ce3e80d8b9887d324,fashion_female_clothing,b499c00f28f4b7069ff6550af8c1348a,SP,49.99,8.49,58.48,credit_card,10,3.0,2018-08-24 22:18:35,2018-09-05 00:00:00,on_time
844f7449-01,844f7449f9593fb8f8804b997e9210e6,2018-08-22 03:16:24,delivered,5373e18844eec682770d139ba29cd32c,fashion_bags_accessories,efcd8d2104f1a05d028af7bad20d974b,SP,50.00,13.01,63.01,boleto,1,5.0,2018-08-29 15:38:55,2018-09-05 00:00:00,on_time
62019f35-01,62019f35fab0f9f60e1f25a8b17de426,2018-08-21 21:32:17,delivered,34ae7b24b85953dee979789e3b5b11de,fashion_bags_accessories,651fe66032c9520ee5587f694908040d,RJ,84.00,22.52,106.52,credit_card,2,4.0,2018-08-28 19:51:48,2018-08-31 00:00:00,on_time
25002fcf-01,25002fcfee05773be1d9bfe045b95fec,2018-08-21 16:31:46,delivered,652cee66eaed09b444b43463eee56cc7,fashion_shoes,048c2757535328e0d7dac690ad3c0aae,AC,220.70,68.69,289.39,credit_card,3,5.0,2018-08-28 20:50:58,2018-09-24 00:00:00,on_time
870e6f0c-01,870e6f0cd3ddbb87daf15ccd2926b142,2018-08-21 15:37:50,delivered,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,MG,59.00,15.51,74.51,credit_card,1,4.0,2018-08-27 10:12:21,2018-09-05 00:00:00,on_time
17cdb2d4-01,17cdb2d46a5fddefa7bab0474418cc26,2018-08-21 13:41:26,delivered,f8f93700c26007f74716eca57d217cfd,fashion_bags_accessories,d57e18d5f73c7ccb7f7339b61166898d,MG,66.90,18.57,85.47,boleto,1,5.0,2018-08-27 23:32:27,2018-09-11 00:00:00,on_time
d37f6eeb-01,d37f6eeb2d27fc449e65051940060719,2018-08-21 09:04:18,delivered,58d412a7724e865ba73ae3b5b27bf481,fashion_bags_accessories,537eb890efff034a88679788b647c564,RJ,29.90,13.42,43.32,credit_card,2,5.0,2018-08-23 21:32:14,2018-09-12 00:00:00,on_time
c1dbcb50-01,c1dbcb501480db95626caa68680696d4,2018-08-21 08:54:00,delivered,5900f15422406edaa3a73c8063cb69fd,fashion_bags_accessories,1354d51653f645349064725ed204e85e,SP,30.00,7.47,37.47,credit_card,1,1.0,2018-08-24 22:04:15,2018-08-24 00:00:00,late
1577a74e-01,1577a74e526c643276397c8e3069b37a,2018-08-20 22:18:00,delivered,2202fbe16d5626431835d6000350cea3,fashion_bags_accessories,26e13b6ff5b641b329e5524241ee2c93,RJ,30.00,18.31,48.31,credit_card,2,5.0,2018-08-28 17:36:48,2018-09-14 00:00:00,on_time
a2749402-01,a2749402701871292b1ca325a1b9f6ff,2018-08-20 21:01:40,delivered,44d097d59e8430f88a67517cd0c4f865,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,69.00,7.74,76.74,credit_card,2,5.0,2018-08-22 23:05:33,2018-08-23 00:00:00,on_time
59bdf4ab-01,59bdf4abef7b3ebc43ac9d4865b426d9,2018-08-20 16:18:27,delivered,70aff5fb2ab50a5805411600994b01e8,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,SP,49.90,13.01,62.91,boleto,1,5.0,2018-08-27 15:38:36,2018-08-29 00:00:00,on_time
04e86e88-01,04e86e883a36a0775ecb4f34f581770d,2018-08-20 14:38:47,delivered,142c74d091a42c178b1c582535dcfabc,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,MG,19.90,15.21,35.11,credit_card,1,5.0,2018-08-28 13:41:56,2018-09-05 00:00:00,on_time
c84f367d-01,c84f367d7b52ff36843e8c8e08fa5c11,2018-08-20 07:18:48,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,MG,49.90,15.45,65.35,credit_card,1,4.0,2018-08-24 22:46:29,2018-09-14 00:00:00,on_time
de2e5a08-01,de2e5a0863ec922ee9fb96b8b3395de2,2018-08-20 00:55:24,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,SP,49.90,7.61,57.51,boleto,1,5.0,2018-08-23 20:41:04,2018-08-27 00:00:00,on_time
279cc62f-01,279cc62fe9c5a9e6a7ad5a7536560944,2018-08-19 23:00:16,delivered,63f7cd79973145c9e6bb11c5fd03e82e,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,SP,39.90,18.38,58.28,boleto,1,3.0,2018-08-27 13:18:57,2018-09-04 00:00:00,on_time
279cc62f-02,279cc62fe9c5a9e6a7ad5a7536560944,2018-08-19 23:00:16,delivered,63f7cd79973145c9e6bb11c5fd03e82e,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,SP,39.90,18.38,58.28,boleto,1,3.0,2018-08-27 13:18:57,2018-09-04 00:00:00,on_time
b82f05ed-01,b82f05ed1c1a8045489ff9ee86415c9c,2018-08-19 20:46:26,delivered,cf6b03b7b6a0d499505b4342f06e5f80,fashion_sport,e7df4cd29ab5abab70fb0783ddb53987,SP,69.90,13.15,83.05,credit_card,2,3.0,2018-08-30 18:48:49,2018-08-30 00:00:00,late
8a20690c-01,8a20690ced594f1b8937e869026ccc89,2018-08-19 18:39:49,delivered,da02ed24d3cfd1ef9e90a96964a72cba,fashion_bags_accessories,980640c45d7a4635885491d077167e4d,SP,54.99,8.55,63.54,credit_card,1,4.0,2018-08-22 23:40:42,2018-09-03 00:00:00,on_time
86a7cb5d-01,86a7cb5d6724e24612314e7a96b0b14a,2018-08-19 14:12:37,delivered,fb61126545fe19cfa0593140a5cc3b13,fashion_bags_accessories,b499c00f28f4b7069ff6550af8c1348a,RJ,59.99,19.61,79.60,credit_card,7,5.0,2018-08-27 20:12:56,2018-09-14 00:00:00,on_time
9f4dd20e-01,9f4dd20e89f7d039db0a8eb572042c1c,2018-08-19 13:40:36,delivered,640dcd3e549f736cd39e1f943ff14c3b,fashion_bags_accessories,f214d28e8d8e3ef068748498ccc2f813,SP,24.99,12.84,37.83,credit_card,1,5.0,2018-08-27 17:38:58,2018-09-04 00:00:00,on_time
e1ae83c7-01,e1ae83c728cb5ab4352082e5509056ff,2018-08-19 13:23:43,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,MG,49.90,15.45,65.35,credit_card,4,4.0,2018-08-23 21:51:18,2018-09-10 00:00:00,on_time
28f6e619-01,28f6e619a89b10d9c70bc35eb43adca1,2018-08-18 21:12:42,delivered,ffd4bf4306745865e5692f69bd237893,fashion_bags_accessories,d98eec89afa3380e14463da2aabaea72,DF,29.99,22.93,52.92,credit_card,1,5.0,2018-08-23 15:42:01,2018-09-04 00:00:00,on_time
bad242af-01,bad242af8ec5c0d7d5dcdec41f207e9e,2018-08-18 08:55:15,delivered,8920f1824cd68512eb6fb0b0f41004bf,fashion_bags_accessories,d98eec89afa3380e14463da2aabaea72,PR,29.99,15.31,45.30,credit_card,1,5.0,2018-08-25 01:11:51,2018-09-05 00:00:00,on_time
cf0fcb02-01,cf0fcb02e2f9b6dcfd6aac8d664b663a,2018-08-17 21:08:06,delivered,d2d1caac0d3750a742d8e14b6821007f,fashion_bags_accessories,3ac588cd562971392504a9e17130c40b,SP,11.90,7.39,19.29,voucher,1,5.0,2018-08-24 23:16:42,2018-08-30 00:00:00,on_time
71d17546-01,71d1754603b8b9def8a3484a67d5ca3c,2018-08-17 19:11:20,delivered,e40c9663823a220588b8f0c552ff5c03,fashion_male_clothing,a3a38f4affed601eb87a97788c949667,RJ,129.99,24.06,154.05,credit_card,1,5.0,2018-08-28 19:04:39,2018-08-30 00:00:00,on_time
8719765a-01,8719765a2c69491f63bc8b06f379488f,2018-08-17 15:27:40,delivered,3552627a68384dc559f0fd4cce173269,fashion_bags_accessories,3c487ae8f8d7542beff5788e2e0aea83,DF,199.90,8.98,208.88,credit_card,6,5.0,2018-08-24 00:16:49,2018-08-27 00:00:00,on_time
6d33da35-01,6d33da353d1319cf0f6c982b71edf354,2018-08-17 13:26:11,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,49.00,7.60,56.60,credit_card,1,5.0,2018-08-28 18:08:32,2018-08-22 00:00:00,late
7ae71794-01,7ae7179411c2f0b4cb5d98d2254ca59b,2018-08-17 00:35:42,delivered,1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,PR,32.00,18.32,50.32,boleto,1,4.0,2018-08-28 18:02:00,2018-09-06 00:00:00,on_time
ce2d0e7e-01,ce2d0e7e8a249b93d3cfadb57113023f,2018-08-16 18:31:27,delivered,2445809bff82fdb8780c5f4e5c0d7686,fashion_bags_accessories,651fe66032c9520ee5587f694908040d,RS,59.00,13.75,72.75,credit_card,3,5.0,2018-08-23 18:41:28,2018-08-30 00:00:00,on_time
c01aae67-01,c01aae679dd48cf072b9e26756b4ba11,2018-08-16 16:39:14,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,PR,49.00,18.44,67.44,credit_card,2,5.0,2018-08-23 21:08:45,2018-09-10 00:00:00,on_time
fcb9ec0e-01,fcb9ec0e86e6d326a21a96c2008c8610,2018-08-16 16:28:13,delivered,d8a728b48e36f36062bf197221a64335,fashion_bags_accessories,670a9dda115b5a88b18cfadee8de2332,SP,89.90,13.29,103.19,credit_card,3,5.0,2018-08-20 19:54:47,2018-09-03 00:00:00,on_time
a48ee55f-01,a48ee55f767e23ac20a70709cc399915,2018-08-16 15:36:11,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,MG,49.00,15.44,64.44,credit_card,2,3.0,2018-08-24 15:52:51,2018-09-03 00:00:00,on_time
67c8cb7a-01,67c8cb7add4e205c9021501079bc5f66,2018-08-16 15:35:40,delivered,1f24b46fe73e9c77bfdf756f69f3ea8b,fashion_bags_accessories,a1544b9ea0b2390e020537d4daa89049,SP,159.90,8.38,168.28,credit_card,3,3.0,2018-08-27 20:50:56,2018-08-28 00:00:00,on_time
2ccc4454-01,2ccc4454c10457bb1cd9fb7465167f2f,2018-08-16 14:43:12,delivered,183c95ad186f48c320bbac4643829d3f,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,SP,49.90,7.61,57.51,credit_card,1,2.0,2018-08-18 17:25:26,2018-08-22 00:00:00,on_time
da56bf0b-01,da56bf0bdea03c2780bb37ff9db85e3d,2018-08-15 23:03:13,delivered,260007563bc92a855dc7c6b8806fa3af,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,SP,49.90,7.61,57.51,credit_card,1,5.0,2018-08-20 21:48:50,2018-08-20 00:00:00,late
e4ace388-01,e4ace38893f7d4e22939778dd93b3dee,2018-08-15 16:12:27,delivered,d839020632ed3855518bd5e9a36fc1ec,fashion_bags_accessories,f214d28e8d8e3ef068748498ccc2f813,SP,29.99,12.87,42.86,boleto,1,5.0,2018-08-23 01:21:34,2018-08-29 00:00:00,on_time
45435ca6-01,45435ca6ad009bf6d0b66e2c375a21d6,2018-08-15 14:55:06,delivered,74903af00140072f48c7da1cd4984f88,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,49.00,7.60,56.60,credit_card,2,5.0,2018-08-18 00:02:42,2018-08-22 00:00:00,on_time
5f0a629a-01,5f0a629aeece4974825fe52949c74603,2018-08-15 08:56:34,delivered,729e4dedfa3ed50a3fd4898b6f11c715,fashion_bags_accessories,3c487ae8f8d7542beff5788e2e0aea83,SP,299.90,24.03,323.93,credit_card,4,5.0,2018-08-29 22:18:25,2018-09-05 00:00:00,on_time
47746dec-01,47746dec59be8d0a3591eb2e7ab72da5,2018-08-15 00:00:59,delivered,afc9a91acfb3b23adb16e7bf78ccd78f,fashion_bags_accessories,651fe66032c9520ee5587f694908040d,PR,54.00,15.48,69.48,credit_card,5,4.0,2018-08-21 01:48:47,2018-08-24 00:00:00,on_time
d77f5a01-01,d77f5a013b0d47e99197422a47b3b139,2018-08-14 22:50:35,delivered,568c923625669145cc9a644856fccd14,fashion_bags_accessories,3c487ae8f8d7542beff5788e2e0aea83,RJ,199.90,18.33,218.23,credit_card,5,5.0,2018-08-27 17:38:44,2018-09-10 00:00:00,on_time
34eee688-01,34eee68850f6ab8118e4600207afdaf4,2018-08-14 21:18:48,delivered,9787e1a082d59d798172f4a7567e93af,fashion_bags_accessories,cf654707ed6a99f112c7ec3d6f314b8b,SP,189.00,8.58,197.58,credit_card,6,4.0,2018-08-21 22:21:14,2018-08-23 00:00:00,on_time
b04b5f60-01,b04b5f6052511a30ad4b0fddef226949,2018-08-14 19:27:11,delivered,66a5f1151e5e84215b3c3ee6592f2b15,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,PR,49.90,22.28,72.18,credit_card,7,5.0,2018-08-22 17:51:31,2018-08-30 00:00:00,on_time
779e5d79-01,779e5d7986235ddc059c04a8304aabed,2018-08-14 18:09:24,delivered,6bbd7902820d4d6477f93b1d2b8370d9,fashion_bags_accessories,20d83f3ef0e6925fd74bfd59170babf7,SP,59.90,18.99,78.89,credit_card,3,5.0,2018-08-16 21:08:57,2018-09-11 00:00:00,on_time
ba4ca993-01,ba4ca9935a3de9d4a25569f1ff9368e9,2018-08-14 14:43:32,delivered,1157473164d02565ae5be0b614f9d2d8,fashion_bags_accessories,980640c45d7a4635885491d077167e4d,MG,89.99,18.73,108.72,boleto,1,5.0,2018-08-21 13:38:43,2018-08-24 00:00:00,on_time
e95a9cf4-01,e95a9cf427d600b905017685d47e21cb,2018-08-13 21:31:01,delivered,e852196fab4b6dfb1fdafdc693b7dad5,fashion_bags_accessories,d57e18d5f73c7ccb7f7339b61166898d,TO,42.90,38.57,81.47,credit_card,4,5.0,2018-08-21 17:22:08,2018-09-14 00:00:00,on_time
5b72a0a5-01,5b72a0a59eaf0de6502b2959810e3dd5,2018-08-13 18:09:28,delivered,f6c3624f0bad00eefa032e306776a77b,fashion_shoes,26e13b6ff5b641b329e5524241ee2c93,SP,29.90,12.87,42.77,credit_card,1,5.0,2018-08-20 16:03:55,2018-08-24 00:00:00,on_time
701ed63c-01,701ed63cdee1bf7a8aeb7f690acb04a2,2018-08-13 13:11:04,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SC,49.00,18.44,67.44,credit_card,10,4.0,2018-08-21 17:06:48,2018-09-03 00:00:00,on_time
701ed63c-02,701ed63cdee1bf7a8aeb7f690acb04a2,2018-08-13 13:11:04,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SC,49.00,18.44,67.44,credit_card,10,4.0,2018-08-21 17:06:48,2018-09-03 00:00:00,on_time
89b4bfa9-01,89b4bfa9a1ad1b38674571113d47d4b2,2018-08-13 11:02:58,delivered,b415213dee0b8051901b7ebe5a6b99f4,fashion_bags_accessories,0691148aee60ca47977c187804f935ae,SP,147.79,15.34,163.13,credit_card,1,5.0,2018-08-22 15:46:57,2018-08-24 00:00:00,on_time
7712b674-01,7712b67443279dfd94a4e64f55b624d4,2018-08-13 10:31:49,delivered,765e8c5c6b2f88c6f972334e44113a20,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,RJ,47.30,15.43,62.73,credit_card,3,4.0,2018-08-20 17:03:28,2018-09-18 00:00:00,on_time
cffd5f25-01,cffd5f25c5b79f9d24b419fdcf74befb,2018-08-13 10:27:56,delivered,34ae7b24b85953dee979789e3b5b11de,fashion_bags_accessories,651fe66032c9520ee5587f694908040d,MG,84.00,22.52,106.52,credit_card,3,4.0,2018-08-18 17:27:40,2018-08-27 00:00:00,on_time
a7c7a7ef-01,a7c7a7efd0001000ffec268b29c694da,2018-08-13 09:28:09,delivered,f177b434709ecb652dbee4f4b19aef2f,fashion_bags_accessories,d98eec89afa3380e14463da2aabaea72,MT,29.99,22.93,52.92,boleto,1,4.0,2018-08-24 18:46:46,2018-08-29 00:00:00,on_time
569cb353-01,569cb3533c4e55e00e6194974c746ec0,2018-08-13 04:42:52,delivered,e4e5cbc0077aa2c7aacbe435166df909,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,55.00,7.65,62.65,credit_card,1,4.0,2018-08-15 21:46:50,2018-08-16 00:00:00,on_time
4a987097-01,4a987097277f21bd90f8d6e50af76593,2018-08-12 23:25:26,delivered,c6f91a747904e6f2a5164c862c3b6633,fashion_bags_accessories,f214d28e8d8e3ef068748498ccc2f813,MT,24.99,22.11,47.10,credit_card,4,5.0,2018-08-21 16:42:58,2018-09-10 00:00:00,on_time
291036f4-01,291036f4304c5fb0dc3965044f4a4605,2018-08-12 23:15:08,delivered,05d7deab2f99410d5fa21a75deaa1fad,fashion_bags_accessories,184725737946a1a938bbbd1a9e978103,MG,109.90,18.87,128.77,credit_card,4,5.0,2018-08-20 17:38:40,2018-08-23 00:00:00,on_time
ba772856-01,ba772856bdab971f8c7eae9e03cf8706,2018-08-12 20:58:37,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,SP,49.90,13.01,62.91,credit_card,1,4.0,2018-08-17 20:28:26,2018-08-23 00:00:00,on_time
ad2891e5-01,ad2891e57d3697aab5379b457214511a,2018-08-12 13:36:59,delivered,30f2abe62a0f5fb21e4361e83e19f3d8,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,ES,79.90,15.66,95.56,credit_card,3,3.0,2018-08-27 23:43:48,2018-09-06 00:00:00,on_time
aeec6571-01,aeec65719910d5eeace9b241999be456,2018-08-11 21:41:23,delivered,89e4362d74afa10ac57f8d67210132a6,fashion_bags_accessories,dbc22125167c298ef99da25668e1011f,SP,96.80,14.98,111.78,credit_card,2,5.0,2018-08-16 17:54:24,2018-08-22 00:00:00,on_time
baca011f-01,baca011f486fa4b0fd171c68fb8957c9,2018-08-11 12:47:25,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,GO,49.00,18.44,67.44,credit_card,4,1.0,2018-08-20 16:38:57,2018-08-29 00:00:00,on_time
65dd890a-01,65dd890ad9d1c2c3552f35e9e0bd6092,2018-08-11 08:04:22,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,49.00,7.60,56.60,voucher,1,4.0,2018-08-14 21:43:51,2018-08-17 00:00:00,on_time
aa6bd33b-01,aa6bd33ba1853d846d3085a88ae37083,2018-08-10 21:36:37,delivered,4f45fa1109c51a1b799a8fe7a3f9a854,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,DF,19.90,15.24,35.14,credit_card,1,5.0,2018-08-17 17:04:32,2018-08-23 00:00:00,on_time
ebe0a2b4-01,ebe0a2b49f09387ce9e38a8353ae7f27,2018-08-10 21:08:47,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,SP,49.90,7.61,57.51,debit_card,1,3.0,2018-08-15 18:38:44,2018-08-17 00:00:00,on_time
4f7dbee2-01,4f7dbee2068ee41007872df9d2532dfa,2018-08-10 18:32:06,delivered,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,cab85505710c7cb9b720bceb52b01cee,MS,49.90,15.45,65.35,credit_card,1,1.0,2018-09-04 03:18:42,2018-08-23 00:00:00,late
777f0979-01,777f09795a87e5598924d1f7090deeb1,2018-08-10 15:03:50,delivered,43d2d5d7e3a65abd97422578f9d4df78,fashion_bags_accessories,daeb5653dd96c1b11860f72209795012,MG,99.90,14.04,113.94,credit_card,3,5.0,2018-08-15 20:58:35,2018-08-27 00:00:00,on_time
0858bbf6-01,0858bbf6d922af574797281c8df8de5c,2018-08-10 14:02:07,delivered,37f582e625d4301ab2d6b200238405d1,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,SP,39.90,7.54,47.44,boleto,1,5.0,2018-08-14 12:54:54,2018-08-15 00:00:00,on_time
3915c06b-01,3915c06b1483016c7d41dc705c1b0090,2018-08-10 13:12:53,delivered,33c98bd750b001296730e4eebb44b579,fashion_bags_accessories,980640c45d7a4635885491d077167e4d,RJ,79.90,18.66,98.56,credit_card,6,5.0,2018-08-17 20:41:55,2018-08-27 00:00:00,on_time
932ec6d8-01,932ec6d82ea79bd299298072b7da0fde,2018-08-10 12:24:15,delivered,44d097d59e8430f88a67517cd0c4f865,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,ES,69.00,18.58,87.58,credit_card,1,4.0,2018-08-17 17:38:40,2018-09-11 00:00:00,on_time
a90e6588-01,a90e65884b5ddd672fa889ed85cdf79f,2018-08-09 18:09:53,delivered,b6b4e4b461579340605841c0af800dc4,fashion_bags_accessories,651530bf5c607240ccdd89a30c9c9712,ES,199.90,24.55,224.45,credit_card,6,4.0,2018-08-21 12:31:46,2018-09-05 00:00:00,on_time
494f99ef-01,494f99ef42110a8d40dc585b177f2151,2018-08-09 13:10:43,delivered,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,6560211a19b47992c3666cc44a7e94c0,SP,49.00,7.60,56.60,credit_card,1,5.0,2018-08-11 14:51:39,2018-08-15 00:00:00,on_time
787590b9-01,787590b924b0ef0a1da6164beb46a05d,2018-08-09 09:12:58,delivered,50562cf6349c8e6b13a79d9dce87c4c7,fashion_underwear_beach,4bf2f4ee540798a61f9636d12cd9cc80,SP,160.00,13.78,173.78,credit_card,3,3.0,2018-08-17 18:54:50,2018-08-24 00:00:00,on_time
db13164f-01,db13164f731aed80a46ac81466df051d,2018-08-09 00:53:03,delivered,aa5c6f59718986b26883248a968e83ee,fashion_bags_accessories,537eb890efff034a88679788b647c564,RJ,39.90,7.70,47.60,credit_card,4,5.0,2018-08-10 23:11:17,2018-08-14 00:00:00,on_time
6887171d-01,6887171d65ab796e9a2d44e6d5c1c097,2018-08-08 23:12:35,delivered,b587e5fbc8f3573cb77c210bae6c3093,fashion_bags_accessories,c7a0a13cbcf29d5ce51c8f80afdc0b89,SP,35.98,18.35,54.33,debit_card,1,4.0,2018-08-13 21:27:44,2018-08-22 00:00:00,on_time
99835a9f-01,99835a9f07d63f83120175303229a57e,2018-08-08 23:05:02,delivered,4b2ab372456de58e4d5588f0fed9a065,fashion_male_clothing,1c129092bf23f28a5930387c980c0dfc,SP,52.90,9.12,62.02,boleto,1,5.0,2018-08-15 04:08:39,2018-08-21 00:00:00,on_time
06f66faa-01,06f66faa834248ccd67fa52058285d27,2018-08-08 21:39:41,delivered,58d412a7724e865ba73ae3b5b27bf481,fashion_bags_accessories,537eb890efff034a88679788b647c564,SP,29.90,18.31,48.21,credit_card,4,4.0,2018-08-13 14:36:32,2018-08-20 00:00:00,on_time
3a6f6cf4-01,3a6f6cf4de24c8615434613e2f1db015,2018-08-08 14:48:43,delivered,1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,SP,32.00,7.48,39.48,credit_card,3,5.0,2018-08-10 13:34:30,2018-08-15 00:00:00,on_time
